obv
8737550000.0
16951600000.0
26538440000.0
13167310000.0
22019030000.0
13410150000.0
5579390000.0
-1588720000.0
5671530000.0
-1414460000.0
6581900000.0
14597680000.0
21816740000.0
28654440000.0
20946290000.0
12076090000.0
19197830000.0
12700120000.0
19379620000.0
11432250000.0
3159790000.0
9636840000.0
16349060000.0
22991160000.0
15242220000.0
24777660000.0
15508280000.0
23454830000.0
31869340000.0
39865060000.0
48548230000.0
56719760000.0
49390490000.0
40929470000.0
33514710000.0
25523270000.0
32557720000.0
24857430000.0
33104950000.0
24934810000.0
16465630000.0
23514060000.0
15827860000.0
23963280000.0
15327240000.0
6149920000.0
13896350000.0
6749300000.0
13843150000.0
20149490000.0
13698960000.0
20001270000.0
13902940000.0
22740870000.0
29528660000.0
36004450000.0
26912940000.0
18910470000.0
11895060000.0
3772880000.0
11529420000.0
20656050000.0
11194720000.0
156540000.0
12640120000.0
2143470000.0
15623210000.0
3761540000.0
13206430000.0
22873690000.0
30356740000.0
22447550000.0
29493840000.0
22815110000.0
29797010000.0
38361880000.0
45969280000.0
53382210000.0
43068920000.0
56070850000.0
64666180000.0
73075870000.0
81256060000.0
74180740000.0
67222520000.0
75200390000.0
83700780000.0
74865640000.0
85583310000.0
94825540000.0
106570360000.0
117116710000.0
127626530000.0
140706560000.0
131659460000.0
120547000000.0
128836710000.0
120106340000.0
129034100000.0
120946570000.0
131963420000.0
122921160000.0
130701100000.0
138691330000.0
146386990000.0
137604630000.0
144896220000.0
154434920000.0
165656480000.0
155442290000.0
171751020000.0
162749170000.0
172368300000.0
163848370000.0
171667160000.0
161698020000.0
170786020000.0
179116110000.0
187372230000.0
195755610000.0
206706680000.0
214927100000.0
206295390000.0
214674140000.0
220852050000.0
212506340000.0
220943820000.0
230922130000.0
221140750000.0
213004950000.0
221015010000.0
229414070000.0
238470710000.0
248465260000.0
239110680000.0
251157650000.0
240573940000.0
251546710000.0
264287780000.0
275316090000.0
285928670000.0
275888060000.0
285199830000.0
275282610000.0
265615190000.0
272971160000.0
264988220000.0
273568240000.0
282547430000.0
291216630000.0
282116900000.0
290499720000.0
299262800000.0
290151940000.0
281993110000.0
290254080000.0
281792420000.0
273982110000.0
267451530000.0
276852830000.0
268409630000.0
277497560000.0
285538070000.0
293345150000.0
285629720000.0
277446310000.0
284934600000.0
292216750000.0
300630480000.0
309066330000.0
316943740000.0
326034290000.0
336059310000.0
345082450000.0
353986480000.0
345394240000.0
336068260000.0
346546710000.0
361179070000.0
370915340000.0
361092720000.0
351908690000.0
341948360000.0
350436760000.0
359483480000.0
368411550000.0
378455530000.0
388088730000.0
377573000000.0
388041830000.0
377665910000.0
388591430000.0
377878230000.0
367165030000.0
376183800000.0
366407080000.0
377781930000.0
366438310000.0
375990460000.0
385431080000.0
374585950000.0
360224800000.0
370588400000.0
380897020000.0
391654850000.0
402295680000.0
412385220000.0
401821060000.0
412730310000.0
423090480000.0
412862780000.0
422889670000.0
411804540000.0
401662630000.0
410959950000.0
403203140000.0
394753220000.0
383401810000.0
394243350000.0
384498550000.0
375892290000.0
384326490000.0
373777870000.0
383709110000.0
392941270000.0
401439770000.0
408731170000.0
413272240000.0
405412680000.0
413001260000.0
420963990000.0
413507130000.0
421755410000.0
413221740000.0
420414340000.0
428402240000.0
420064470000.0
411340400000.0
402691160000.0
410451120000.0
401834980000.0
409812900000.0
422687460000.0
429932370000.0
437450560000.0
441335750000.0
436165450000.0
429637920000.0
422868620000.0
416973490000.0
409642030000.0
418379350000.0
427391990000.0
435788910000.0
428065770000.0
436190190000.0
444897360000.0
435480960000.0
423315740000.0
433056370000.0
423541870000.0
414072390000.0
423235130000.0
432269980000.0
440498740000.0
448003990000.0
456030040000.0
464181620000.0
455399410000.0
446143480000.0
455026010000.0
444719690000.0
433857690000.0
423748460000.0
432802860000.0
440976910000.0
432463470000.0
442390480000.0
433535190000.0
441500020000.0
433845720000.0
441551310000.0
434566530000.0
442629600000.0
434365680000.0
442297950000.0
450725400000.0
441691930000.0
432139320000.0
