dpo
""
""
""
79.6291015624993
41.0066406250007
-316.4189453125
-408.628320312499
-508.727929687499
-87.5923828125015
-262.161914062501
19.9164062499985
79.8609375000015
339.32421875
348.573828125001
236.011914062499
-410.759570312501
-55.5158203124993
-94.4080078125007
30.5201171875015
-62.4933593749993
-266.012109374999
-27.4521484375
11.5289062500015
63.7751953125007
-305.6875
-101.135546875001
-205.336523437501
-163.597265625001
161.776953125001
312.703515624999
418.683398437501
546.504687500001
553.595703125
268.526171875001
187.734179687501
77.6179687500007
324.830859375001
-115.868750000001
409.705273437499
121.904101562501
202.543359374999
611.021874999999
153.168750000001
363.241015625001
-320.261914062499
-285.070117187501
-28.5093750000015
-354.30859375
49.9015624999993
66.4142578124993
-294.563671874999
-98.5767578125015
-115.303515625001
14.4369140624985
445.609375
568.478320312501
313.252343749999
430.508398437501
188.2666015625
505.058398437501
740.222070312499
1031.086328125
29.9126953125015
-1045.6158203125
-952.016406250001
-1159.8818359375
921.116406249999
78.5660156250015
340.473437500001
286.15625
313.433203125001
-368.0556640625
-441.330273437499
-966.012304687501
-571.981835937499
-308.039257812499
28.6494140625
30.845703125
-125.919726562501
-125.730664062499
-184.576367187499
-31.7738281249985
140.038476562499
-159.906445312499
-511.3154296875
-589.605273437501
-526.548437500001
-676.570898437501
-27.4716796875
180.838281249999
197.458984375
128.647265625001
166.082421874999
173.146679687499
88.9912109375
-198.535546874999
-172.805273437501
-391.168750000001
72.7062499999993
-70.8210937500007
-89.9736328125
-201.153515624999
-103.086718750001
13.4802734375007
17.8830078124993
-185.612109375001
-15.8347656250007
14.5953125000015
158.869140625
69.8539062499985
112.919335937499
-208.626953125
68.322265625
-208.816796874999
-270.295312499999
-468.391210937501
-292.5078125
-50.5994140625007
-118.106835937499
-14.4759765624985
-12.1578125000015
65.2136718750007
-194.817187500001
-64.3884765625007
128.548437500001
-73.4099609375007
-99.7142578124985
19.0298828125015
-36.4705078125007
-134.579687500001
-95.6814453125007
-96.4724609375007
-112.152539062499
11.7625000000007
-53.8814453125015
18.3373046874985
-141.887109374999
-56.7638671874993
30.9111328125
82.4371093750015
170.958593750001
107.726953124999
127.870312499999
-33.3226562499985
-505.167382812499
-132.958398437499
-353.3701171875
-118.323632812499
-138.709374999999
30.5158203124993
-90.7437500000015
228.371484374999
262.90625
257.621679687501
147.354687499999
180.435156250001
-120.236132812501
-242.536328124999
-319.861523437499
83.9425781249993
8.42578125
69.7615234375007
59.3361328124993
170.517578125
-158.930859374999
-375.639453125001
-234.580078125
-55.2841796875
-123.6904296875
-118.143164062501
-121.528125000001
-194.247460937499
-148.337500000001
-148.585546875001
-21.0326171874985
-105.991992187501
-197.027539062499
-6.99238281249927
132.609960937501
226.856250000001
-11.7611328124985
-132.147656249999
-254.334374999999
-169.544335937499
-88.0503906250015
-82.7146484375007
-31.9324218750007
88.1789062499993
-32.9513671874993
170.156640624999
37.3765625000015
357.317187500001
315.634765625
-577.050585937501
-77.2308593749985
-222.399609374999
-56.2835937499985
-258.044726562501
-204.4658203125
-24.6785156250007
-176.016210937501
-531.894335937501
-417.512109374999
-239.9541015625
192.579687500001
309.077343749999
413.513671875
58.3095703125
202.610937500001
365.285546874999
-111.702734375001
146.762304687501
-258.238867187501
-211.165429687499
434.024218750001
453.725195312501
545.130859375
103.285742187501
191.854101562501
35.046875
-233.734375
-140.457421874999
-760.057031249999
-650.461523437501
-126.526171875001
-76.1343750000015
-21.3212890625
37.7919921875
-133.733007812501
3.46875
9.17343750000146
8.14960937499927
146.059179687501
124.249609375001
260.8828125
424.865820312501
369.702929687501
-103.631054687499
-225.006054687499
-147.307226562501
-628.407421874999
-289.530664062499
-2.24921874999927
101.579296874999
171.854101562501
201.979296875001
160.866406249999
22.8162109375007
-32.1107421874985
-255.832617187501
-313.839257812499
-140.327734375001
97.7249999999985
82.1923828125
-96.9173828124985
203.617773437501
256.331249999999
224.175390625001
-61.6714843750015
24.7642578125015
-8.25429687499854
-578.027734374999
-280.854101562501
-89.6166015624985
-23.4304687500007
49.2048828125007
319.268164062501
499.283007812501
413.764843749999
126.361718749999
393.790429687499
75.953125
-251.756640625001
-512.341406250001
118.439648437499
354.785742187501
223.67578125
250.901953125001
-226.0654296875
-151.834179687499
-203.104882812499
10.8537109374993
-117.918554687501
""
""
""
""
""
""
